source,ell,r,k,a,b,N,door,r_mod3,m0,m1,v2_door,exact_2_door,cof_primes,gold_primes,match_mod3_rule
germain,7,1551551,110825,,,,m0,2,1551550,1551552,1,True,5;11;13;31,5;7;11;13;31,True
germain,7,1551593,110828,,,,m0,2,1551592,1551594,3,False,103;269,7;103;269,True
germain,7,1551677,110834,,,,m0,2,1551676,1551678,2,False,151;367,7;151;367,True
germain,7,1551691,110835,,,,m1,1,1551692,1551690,1,True,3;5;821,17;19;1201,True
germain,7,1551733,110838,,,,m1,1,1551734,1551732,2,False,3;13;29,53;14639,True
germain,7,1551859,110847,,,,m1,1,1551860,1551858,1,True,3;11;3359,5;31;2503,True
germain,7,1551887,110849,,,,m0,2,1551886,1551888,1,True,110849,7;110849,True
germain,7,1551929,110852,,,,m0,2,1551928,1551930,3,False,37;107,7;37;107,True
germain,7,1551943,110853,,,,m1,1,1551944,1551942,1,True,3;109;113,193993,True
germain,7,1552223,110873,,,,m0,2,1552222,1552224,1,True,47;337,7;47;337,True
germain,7,1552237,110874,,,,m1,1,1552238,1552236,2,False,3;17;1087,776119,True
germain,7,1552307,110879,,,,m0,2,1552306,1552308,1,True,110879,7;110879,True
germain,7,1552517,110894,,,,m0,2,1552516,1552518,2,False,89,7;89,True
germain,7,1552531,110895,,,,m1,1,1552532,1552530,1,True,3;5;7393,388133,True
germain,7,1552643,110903,,,,m0,2,1552642,1552644,1,True,13;19;449,7;13;19;449,True
germain,7,1552657,110904,,,,m1,1,1552658,1552656,4,False,3;4621,67;11587,True
germain,7,1552867,110919,,,,m1,1,1552868,1552866,1,True,3;36973,23;16879,True
germain,7,1552909,110922,,,,m1,1,1552910,1552908,2,False,3;19;139,5;155291,True
germain,7,1553063,110933,,,,m0,2,1553062,1553064,1,True,110933,7;110933,True
germain,7,1553119,110937,,,,m1,1,1553120,1553118,1,True,3;36979,5;17;571,True
germain,7,1553147,110939,,,,m0,2,1553146,1553148,1,True,110939,7;110939,True
germain,7,1553287,110949,,,,m1,1,1553288,1553286,1,True,3;31;1193,11;19;929,True
germain,7,1553329,110952,,,,m1,1,1553330,1553328,4,False,3;23;67,5;155333,True
germain,7,1553413,110958,,,,m1,1,1553414,1553412,2,False,3;18493,29;26783,True
germain,7,1553567,110969,,,,m0,2,1553566,1553568,1,True,110969,7;110969,True
germain,7,1553707,110979,,,,m1,1,1553708,1553706,1,True,3;11;19;59,13;29879,True
germain,7,1554043,111003,,,,m1,1,1554044,1554042,1,True,3;163;227,443;877,True
germain,7,1554169,111012,,,,m1,1,1554170,1554168,3,False,3;11;29,5;73;2129,True
germain,7,1554239,111017,,,,m0,2,1554238,1554240,1,True,19;5843,7;19;5843,True
germain,7,1554281,111020,,,,m0,2,1554280,1554282,3,False,5;13;61,5;7;13;61,True
germain,7,1554379,111027,,,,m1,1,1554380,1554378,1,True,3;17;311,5;77719,True
germain,7,1554589,111042,,,,m1,1,1554590,1554588,2,False,3;31;199,5;83;1873,True
germain,7,1554659,111047,,,,m0,2,1554658,1554660,1,True,293;379,7;293;379,True
germain,7,1554757,111054,,,,m1,1,1554758,1554756,2,False,3;83;223,71;10949,True
germain,7,1554841,111060,,,,m1,1,1554842,1554840,3,False,3;5;617,777421,True
germain,7,1555051,111075,,,,m1,1,1555052,1555050,1,True,3;5;1481,43;9041,True
germain,7,1555079,111077,,,,m0,2,1555078,1555080,1,True,277;401,7;277;401,True
germain,7,1555163,111083,,,,m0,2,1555162,1555164,1,True,2267,7;2267,True
germain,7,1555247,111089,,,,m0,2,1555246,1555248,1,True,11;10099,7;11;10099,True
germain,7,1555261,111090,,,,m1,1,1555262,1555260,2,False,3;5;23,17;149;307,True
germain,7,1555289,111092,,,,m0,2,1555288,1555290,3,False,27773,7;27773,True
germain,7,1555429,111102,,,,m1,1,1555430,1555428,2,False,3;18517,5;109;1427,True
germain,7,1555471,111105,,,,m1,1,1555472,1555470,1,True,3;5;823,67;1451,True
germain,7,1555639,111117,,,,m1,1,1555640,1555638,1,True,3;37039,5;38891,True
germain,7,1555751,111125,,,,m0,2,1555750,1555752,1,True,5;127,5;7;127,True
germain,7,1555793,111128,,,,m0,2,1555792,1555794,4,False,29;479,7;29;479,True
germain,7,1555919,111137,,,,m0,2,1555918,1555920,1,True,13;83;103,7;13;83;103,True
germain,7,1556003,111143,,,,m0,2,1556002,1556004,1,True,111143,7;111143,True
germain,7,1556017,111144,,,,m1,1,1556018,1556016,4,False,3;11;421,131;5939,True
germain,7,1556059,111147,,,,m1,1,1556060,1556058,1,True,3;37049,5;11;643,True
germain,7,1556297,111164,,,,m0,2,1556296,1556298,3,False,27791,7;27791,True
germain,7,1556339,111167,,,,m0,2,1556338,1556340,1,True,15881,7;15881,True
germain,7,1556563,111183,,,,m1,1,1556564,1556562,1,True,3;37061,389141,True
germain,7,1556591,111185,,,,m0,2,1556590,1556592,1,True,5;37;601,5;7;37;601,True
germain,7,1556717,111194,,,,m0,2,1556716,1556718,2,False,53;1049,7;53;1049,True
germain,7,1556759,111197,,,,m0,2,1556758,1556760,1,True,17;31;211,7;17;31;211,True
germain,7,1556773,111198,,,,m1,1,1556774,1556772,2,False,3;43;431,59;79;167,True
germain,7,1556927,111209,,,,m0,2,1556926,1556928,1,True,15887,7;15887,True
germain,7,1557053,111218,,,,m0,2,1557052,1557054,2,False,55609,7;55609,True
germain,7,1557067,111219,,,,m1,1,1557068,1557066,1,True,3;131;283,29;31;433,True
germain,7,1557109,111222,,,,m1,1,1557110,1557108,2,False,3;37;167,5;47;3313,True
germain,7,1557137,111224,,,,m0,2,1557136,1557138,4,False,13903,7;13903,True
germain,7,1557151,111225,,,,m1,1,1557152,1557150,1,True,3;5;1483,48661,True
germain,7,1557389,111242,,,,m0,2,1557388,1557390,2,False,55621,7;55621,True
germain,7,1557403,111243,,,,m1,1,1557404,1557402,1,True,3;11;3371,17;37;619,True
germain,7,1557613,111258,,,,m1,1,1557614,1557612,2,False,3;883,337;2311,True
germain,7,1557641,111260,,,,m0,2,1557640,1557642,3,False,5;5563,5;7;5563,True
germain,7,1557823,111273,,,,m1,1,1557824,1557822,1,True,3;29;1279,101;241,True
germain,7,1557949,111282,,,,m1,1,1557950,1557948,2,False,3;17;1091,5;31159,True
germain,7,1557991,111285,,,,m1,1,1557992,1557990,1,True,3;5;2473,194749,True
germain,7,1558061,111290,,,,m0,2,1558060,1558062,2,False,5;31;359,5;7;31;359,True
germain,7,1558103,111293,,,,m0,2,1558102,1558104,1,True,13;1223,7;13;1223,True
germain,7,1558201,111300,,,,m1,1,1558202,1558200,3,False,3;5;53,779101,True
germain,7,1558243,111303,,,,m1,1,1558244,1558242,1,True,3;83;149,389561,True
germain,7,1558313,111308,,,,m0,2,1558312,1558314,3,False,27827,7;27827,True
germain,7,1558327,111309,,,,m1,1,1558328,1558326,1,True,3;11;3373,41;4751,True
germain,7,1558397,111314,,,,m0,2,1558396,1558398,2,False,7951,7;7951,True
germain,7,1558439,111317,,,,m0,2,1558438,1558440,1,True,111317,7;111317,True
germain,7,1558523,111323,,,,m0,2,1558522,1558524,1,True,111323,7;111323,True
germain,7,1558691,111335,,,,m0,2,1558690,1558692,1,True,5;3181,5;7;3181,True
germain,7,1558789,111342,,,,m1,1,1558790,1558788,2,False,3;11;241,5;97;1607,True
germain,7,1558831,111345,,,,m1,1,1558832,1558830,1,True,3;5;13;571,11;17;521,True
germain,7,1558873,111348,,,,m1,1,1558874,1558872,3,False,3;1031,19;41023,True
germain,7,1558901,111350,,,,m0,2,1558900,1558902,2,False,5;17;131,5;7;17;131,True
germain,7,1559153,111368,,,,m0,2,1559152,1559154,4,False,13921,7;13921,True
germain,7,1559209,111372,,,,m1,1,1559210,1559208,3,False,3;9281,5;155921,True
germain,7,1559447,111389,,,,m0,2,1559446,1559448,1,True,23;29;167,7;23;29;167,True
germain,7,1559531,111395,,,,m0,2,1559530,1559532,1,True,5;22279,5;7;22279,True
germain,7,1559573,111398,,,,m0,2,1559572,1559574,2,False,73;109,7;73;109,True
germain,7,1559713,111408,,,,m1,1,1559714,1559712,5,False,3;11;211,13;239;251,True
germain,7,1559797,111414,,,,m1,1,1559798,1559796,2,False,3;31;599,779899,True
germain,7,1559839,111417,,,,m1,1,1559840,1559838,1,True,3;37139,5;9749,True
germain,7,1560007,111429,,,,m1,1,1560008,1560006,1,True,3;4127,109;1789,True
germain,7,1560049,111432,,,,m1,1,1560050,1560048,4,False,3;4643,5;41;761,True
germain,7,1560077,111434,,,,m0,2,1560076,1560078,2,False,55717,7;55717,True
germain,7,1560133,111438,,,,m1,1,1560134,1560132,2,False,3;41;151,211;3697,True
germain,7,1560203,111443,,,,m0,2,1560202,1560204,1,True,111443,7;111443,True
germain,7,1560217,111444,,,,m1,1,1560218,1560216,3,False,3;37;251,11;70919,True
germain,7,1560371,111455,,,,m0,2,1560370,1560372,1,True,5;22291,5;7;22291,True
germain,7,1560511,111465,,,,m1,1,1560512,1560510,1,True,3;5;2477,37;659,True
germain,7,1560539,111467,,,,m0,2,1560538,1560540,1,True,111467,7;111467,True
germain,7,1560707,111479,,,,m0,2,1560706,1560708,1,True,41;2719,7;41;2719,True
germain,7,1560749,111482,,,,m0,2,1560748,1560750,2,False,7963,7;7963,True
germain,7,1560847,111489,,,,m1,1,1560848,1560846,1,True,3;5309,97553,True
germain,7,1560973,111498,,,,m1,1,1560974,1560972,2,False,3;18583,17;31;1481,True
germain,7,1561169,111512,,,,m0,2,1561168,1561170,4,False,53;263,7;53;263,True
germain,7,1561267,111519,,,,m1,1,1561268,1561266,1,True,3;12391,19;20543,True
germain,7,1561337,111524,,,,m0,2,1561336,1561338,3,False,569,7;569,True
germain,7,1561393,111528,,,,m1,1,1561394,1561392,4,False,3;1549,780697,True
germain,7,1561421,111530,,,,m0,2,1561420,1561422,2,False,5;19;587,5;7;19;587,True
germain,7,1561463,111533,,,,m0,2,1561462,1561464,1,True,111533,7;111533,True
germain,7,1561519,111537,,,,m1,1,1561520,1561518,1,True,3;17,5;131;149,True
germain,7,1561589,111542,,,,m0,2,1561588,1561590,2,False,43;1297,7;43;1297,True
germain,7,1561673,111548,,,,m0,2,1561672,1561674,3,False,79;353,7;79;353,True
germain,7,1561757,111554,,,,m0,2,1561756,1561758,2,False,17;193,7;17;193,True
germain,7,1561883,111563,,,,m0,2,1561882,1561884,1,True,29;3847,7;29;3847,True
germain,7,1562051,111575,,,,m0,2,1562050,1562052,1,True,5;4463,5;7;4463,True
germain,7,1562107,111579,,,,m1,1,1562108,1562106,1,True,3;13;2861,390527,True
germain,7,1562191,111585,,,,m1,1,1562192,1562190,1,True,3;5;43;173,163;599,True
germain,7,1562219,111587,,,,m0,2,1562218,1562220,1,True,19;839,7;19;839,True
germain,7,1562359,111597,,,,m1,1,1562360,1562358,1,True,3;37199,5;139;281,True
germain,7,1562471,111605,,,,m0,2,1562470,1562472,1,True,5;13;17;101,5;7;13;17;101,True
germain,7,1562513,111608,,,,m0,2,1562512,1562514,4,False,1993,7;1993,True
germain,7,1562527,111609,,,,m1,1,1562528,1562526,1,True,3;12401,11;23;193,True
germain,7,1562611,111615,,,,m1,1,1562612,1562610,1,True,3;5;1063,390653,True
germain,7,1562653,111618,,,,m1,1,1562654,1562652,2,False,3;13;53,781327,True
germain,7,1562863,111633,,,,m1,1,1562864,1562862,1,True,3;127;293,19;53;97,True
germain,7,1562933,111638,,,,m0,2,1562932,1562934,2,False,55819,7;55819,True
germain,7,1562947,111639,,,,m1,1,1562948,1562946,1,True,3;11;17;199,390737,True
germain,7,1563017,111644,,,,m0,2,1563016,1563018,3,False,13;19;113,7;13;19;113,True
germain,7,1563101,111650,,,,m0,2,1563100,1563102,2,False,5;11;29,5;7;11;29,True
germain,7,1563143,111653,,,,m0,2,1563142,1563144,1,True,111653,7;111653,True
germain,7,1563157,111654,,,,m1,1,1563158,1563156,2,False,3;6203,29;26951,True
germain,7,1563227,111659,,,,m0,2,1563226,1563228,1,True,111659,7;111659,True
germain,7,1563283,111663,,,,m1,1,1563284,1563282,1,True,3;19;653,390821,True
germain,7,1563409,111672,,,,m1,1,1563410,1563408,4,False,3;11;47,5;79;1979,True
germain,7,1563577,111684,,,,m1,1,1563578,1563576,3,False,3;41;227,31;25219,True
germain,7,1563619,111687,,,,m1,1,1563620,1563618,1,True,3;59;631,5;37;2113,True
germain,7,1563689,111692,,,,m0,2,1563688,1563690,3,False,3989,7;3989,True
germain,7,1563703,111693,,,,m1,1,1563704,1563702,1,True,3;31;1201,71;2753,True
germain,7,1563773,111698,,,,m0,2,1563772,1563774,2,False,55849,7;55849,True
germain,7,1563829,111702,,,,m1,1,1563830,1563828,2,False,3;18617,5;17;9199,True
germain,7,1564067,111719,,,,m0,2,1564066,1564068,1,True,47;2377,7;47;2377,True
germain,7,1564081,111720,,,,m1,1,1564082,1564080,4,False,3;5;19,13;43;1399,True
germain,7,1564151,111725,,,,m0,2,1564150,1564152,1,True,5;41;109,5;7;41;109,True
germain,7,1564361,111740,,,,m0,2,1564360,1564362,3,False,5;37;151,5;7;37;151,True
germain,7,1564417,111744,,,,m1,1,1564418,1564416,8,False,3;97,782209,True
germain,7,1564487,111749,,,,m0,2,1564486,1564488,1,True,11;10159,7;11;10159,True
germain,7,1564501,111750,,,,m1,1,1564502,1564500,2,False,3;5;149,782251,True
germain,7,1564543,111753,,,,m1,1,1564544,1564542,1,True,3;4139,17;719,True
germain,7,1564571,111755,,,,m0,2,1564570,1564572,1,True,5;31;103,5;7;31;103,True
germain,7,1564781,111770,,,,m0,2,1564780,1564782,2,False,5;11177,5;7;11177,True
germain,7,1564837,111774,,,,m1,1,1564838,1564836,2,False,3;13;1433,11;71129,True
germain,7,1564907,111779,,,,m0,2,1564906,1564908,1,True,111779,7;111779,True
germain,7,1564921,111780,,,,m1,1,1564922,1564920,3,False,3;5;23,782461,True
germain,7,1564949,111782,,,,m0,2,1564948,1564950,2,False,11;5081,7;11;5081,True
germain,7,1564991,111785,,,,m0,2,1564990,1564992,1,True,5;79;283,5;7;79;283,True
germain,7,1565033,111788,,,,m0,2,1565032,1565034,3,False,27947,7;27947,True
germain,7,1565117,111794,,,,m0,2,1565116,1565118,2,False,55897,7;55897,True
germain,7,1565341,111810,,,,m1,1,1565342,1565340,2,False,3;5;3727,782671,True
germain,7,1565383,111813,,,,m1,1,1565384,1565382,1,True,3;13;47;61,419;467,True
germain,7,1565579,111827,,,,m0,2,1565578,1565580,1,True,111827,7;111827,True
germain,7,1565747,111839,,,,m0,2,1565746,1565748,1,True,13;1229,7;13;1229,True
germain,7,1565789,111842,,,,m0,2,1565788,1565790,2,False,55921,7;55921,True
germain,7,1565873,111848,,,,m0,2,1565872,1565874,4,False,11;31;41,7;11;31;41,True
germain,7,1565929,111852,,,,m1,1,1565930,1565928,3,False,3;13;239,5;156593,True
germain,7,1566083,111863,,,,m0,2,1566082,1566084,1,True,111863,7;111863,True
germain,7,1566209,111872,,,,m0,2,1566208,1566210,9,False,19;23,7;19;23,True
germain,7,1566251,111875,,,,m0,2,1566250,1566252,1,True,5;179,5;7;179,True
germain,7,1566307,111879,,,,m1,1,1566308,1566306,1,True,3;31;401,101;3877,True
germain,7,1566349,111882,,,,m1,1,1566350,1566348,2,False,3;29;643,5;31327,True
germain,7,1566517,111894,,,,m1,1,1566518,1566516,2,False,3;17;1097,783259,True
germain,7,1566559,111897,,,,m1,1,1566560,1566558,1,True,3;12433,5;9791,True
germain,7,1566769,111912,,,,m1,1,1566770,1566768,4,False,3;4663,5;156677,True
germain,7,1566811,111915,,,,m1,1,1566812,1566810,1,True,3;5;829,13;29;1039,True
germain,7,1566881,111920,,,,m0,2,1566880,1566882,5,False,5;1399,5;7;1399,True
germain,7,1566923,111923,,,,m0,2,1566922,1566924,1,True,59;271,7;59;271,True
germain,7,1566937,111924,,,,m1,1,1566938,1566936,3,False,3;3109,41;97;197,True
germain,7,1567133,111938,,,,m0,2,1567132,1567134,2,False,97;577,7;97;577,True
germain,7,1567147,111939,,,,m1,1,1567148,1567146,1,True,3;37313,11;35617,True
germain,7,1567259,111947,,,,m0,2,1567258,1567260,1,True,11;10177,7;11;10177,True
germain,7,1567301,111950,,,,m0,2,1567300,1567302,2,False,5;2239,5;7;2239,True
germain,7,1567343,111953,,,,m0,2,1567342,1567344,1,True,111953,7;111953,True
germain,7,1567469,111962,,,,m0,2,1567468,1567470,2,False,17;37;89,7;17;37;89,True
germain,7,1567483,111963,,,,m1,1,1567484,1567482,1,True,3;37321,31;12641,True
germain,7,1567567,111969,,,,m1,1,1567568,1567566,1,True,3;11;13;29,97973,True
germain,7,1567637,111974,,,,m0,2,1567636,1567638,2,False,55987,7;55987,True
germain,7,1567679,111977,,,,m0,2,1567678,1567680,1,True,111977,7;111977,True
germain,7,1567693,111978,,,,m1,1,1567694,1567692,2,False,3;6221,43;18229,True
germain,7,1567721,111980,,,,m0,2,1567720,1567722,3,False,5;11;509,5;7;11;509,True
germain,7,1567847,111989,,,,m0,2,1567846,1567848,1,True,53;2113,7;53;2113,True
germain,7,1567903,111993,,,,m1,1,1567904,1567902,1,True,3;5333,13;3769,True
germain,7,1567931,111995,,,,m0,2,1567930,1567932,1,True,5;13;1723,5;7;13;1723,True
germain,7,1567987,111999,,,,m1,1,1567988,1567986,1,True,3;37;1009,113;3469,True
germain,7,1568141,112010,,,,m0,2,1568140,1568142,2,False,5;23;487,5;7;23;487,True
germain,7,1568309,112022,,,,m0,2,1568308,1568310,2,False,79;709,7;79;709,True
germain,7,1568351,112025,,,,m0,2,1568350,1568352,1,True,5;4481,5;7;4481,True
germain,7,1568449,112032,,,,m1,1,1568450,1568448,6,False,3;389,5;13;19;127,True
germain,7,1568519,112037,,,,m0,2,1568518,1568520,1,True,199;563,7;199;563,True
germain,7,1568533,112038,,,,m1,1,1568534,1568532,2,False,3;71;263,11;83;859,True
germain,7,1568561,112040,,,,m0,2,1568560,1568562,4,False,5;2801,5;7;2801,True
germain,7,1568687,112049,,,,m0,2,1568686,1568688,1,True,16007,7;16007,True
germain,7,1568729,112052,,,,m0,2,1568728,1568730,3,False,109;257,7;109;257,True
germain,7,1568771,112055,,,,m0,2,1568770,1568772,1,True,5;73;307,5;7;73;307,True
germain,7,1569023,112073,,,,m0,2,1569022,1569024,1,True,13;37;233,7;13;37;233,True
germain,7,1569121,112080,,,,m1,1,1569122,1569120,5,False,3;5;467,784561,True
germain,7,1569149,112082,,,,m0,2,1569148,1569150,2,False,56041,7;56041,True
germain,7,1569163,112083,,,,m1,1,1569164,1569162,1,True,3;37361,59;61;109,True
germain,7,1569289,112092,,,,m1,1,1569290,1569288,3,False,3;9341,5;23;6823,True
germain,7,1569317,112094,,,,m0,2,1569316,1569318,2,False,41;1367,7;41;1367,True
germain,7,1569331,112095,,,,m1,1,1569332,1569330,1,True,3;5;47;53,392333,True
germain,7,1569401,112100,,,,m0,2,1569400,1569402,3,False,5;19;59,5;7;19;59,True
germain,7,1569443,112103,,,,m0,2,1569442,1569444,1,True,112103,7;112103,True
germain,7,1569541,112110,,,,m1,1,1569542,1569540,2,False,3;5;37;101,13;17;53;67,True
germain,7,1569611,112115,,,,m0,2,1569610,1569612,1,True,5;17;1319,5;7;17;1319,True
germain,7,1569793,112128,,,,m1,1,1569794,1569792,10,False,3;73,784897,True
germain,7,1569961,112140,,,,m1,1,1569962,1569960,3,False,3;5;89,784981,True
germain,7,1570073,112148,,,,m0,2,1570072,1570074,3,False,23;53,7;23;53,True
germain,7,1570087,112149,,,,m1,1,1570088,1570086,1,True,3;17;733,13;31;487,True
germain,7,1570199,112157,,,,m0,2,1570198,1570200,1,True,19;5903,7;19;5903,True
germain,7,1570241,112160,,,,m0,2,1570240,1570242,6,False,5;701,5;7;701,True
germain,7,1570339,112167,,,,m1,1,1570340,1570338,1,True,3;11;103,5;78517,True
germain,7,1570381,112170,,,,m1,1,1570382,1570380,2,False,3;5;3739,11;41;1741,True
germain,7,1570451,112175,,,,m0,2,1570450,1570452,1,True,5;641,5;7;641,True
germain,7,1570493,112178,,,,m0,2,1570492,1570494,2,False,11;5099,7;11;5099,True
germain,7,1570577,112184,,,,m0,2,1570576,1570578,4,False,37;379,7;37;379,True
germain,7,1570619,112187,,,,m0,2,1570618,1570620,1,True,43;2609,7;43;2609,True
germain,7,1570633,112188,,,,m1,1,1570634,1570632,3,False,3;9349,13;193;313,True
germain,7,1570759,112197,,,,m1,1,1570760,1570758,1,True,3;149;251,5;107;367,True
germain,7,1570871,112205,,,,m0,2,1570870,1570872,1,True,5;22441,5;7;22441,True
germain,7,1570913,112208,,,,m0,2,1570912,1570914,5,False,7013,7;7013,True
germain,7,1570927,112209,,,,m1,1,1570928,1570926,1,True,3;113;331,47;2089,True
germain,7,1571137,112224,,,,m1,1,1571138,1571136,6,False,3;167,785569,True
germain,7,1571221,112230,,,,m1,1,1571222,1571220,2,False,3;5;29;43,23;34157,True
germain,7,1571417,112244,,,,m0,2,1571416,1571418,3,False,11;2551,7;11;2551,True
germain,7,1571683,112263,,,,m1,1,1571684,1571682,1,True,3;23;1627,17;29;797,True
germain,7,1571711,112265,,,,m0,2,1571710,1571712,1,True,5;22453,5;7;22453,True
germain,7,1571893,112278,,,,m1,1,1571894,1571892,2,False,3;18713,785947,True
germain,7,1572047,112289,,,,m0,2,1572046,1572048,1,True,112289,7;112289,True
germain,7,1572187,112299,,,,m1,1,1572188,1572186,1,True,3;11;41;83,23;743,True
germain,7,1572271,112305,,,,m1,1,1572272,1572270,1,True,3;5;7487,13;7559,True
germain,7,1572341,112310,,,,m0,2,1572340,1572342,2,False,5;11;1021,5;7;11;1021,True
germain,7,1572509,112322,,,,m0,2,1572508,1572510,2,False,71;113,7;71;113,True
germain,7,1572607,112329,,,,m1,1,1572608,1572606,1,True,3;1783,6143,True
germain,7,1572677,112334,,,,m0,2,1572676,1572678,2,False,56167,7;56167,True
germain,7,1572803,112343,,,,m0,2,1572802,1572804,1,True,11;1459,7;11;1459,True
germain,7,1572887,112349,,,,m0,2,1572886,1572888,1,True,112349,7;112349,True
germain,7,1572929,112352,,,,m0,2,1572928,1572930,6,False,3511,7;3511,True
germain,7,1573111,112365,,,,m1,1,1573112,1573110,1,True,3;5;11;227,17;43;269,True
germain,7,1573139,112367,,,,m0,2,1573138,1573140,1,True,313;359,7;313;359,True
germain,7,1573153,112368,,,,m1,1,1573154,1573152,5,False,3;2341,11;23;3109,True
germain,7,1573237,112374,,,,m1,1,1573238,1573236,2,False,3;2081,19;2179,True
germain,7,1573391,112385,,,,m0,2,1573390,1573392,1,True,5;13;19,5;7;13;19,True
germain,7,1573643,112403,,,,m0,2,1573642,1573644,1,True,112403,7;112403,True
germain,7,1573699,112407,,,,m1,1,1573700,1573698,1,True,3;89;421,5;15737,True
germain,7,1573727,112409,,,,m0,2,1573726,1573728,1,True,11;929,7;11;929,True
germain,7,1573811,112415,,,,m0,2,1573810,1573812,1,True,5;22483,5;7;22483,True
germain,7,1573909,112422,,,,m1,1,1573910,1573908,2,False,3;41;457,5;13;12107,True
germain,7,1573937,112424,,,,m0,2,1573936,1573938,4,False,13;23;47,7;13;23;47,True
germain,7,1574161,112440,,,,m1,1,1574162,1574160,4,False,3;5;937,281;2801,True
germain,7,1574231,112445,,,,m0,2,1574230,1574232,1,True,5;43;523,5;7;43;523,True
germain,7,1574357,112454,,,,m0,2,1574356,1574358,2,False,59;953,7;59;953,True
germain,7,1574371,112455,,,,m1,1,1574372,1574370,1,True,3;5;17,393593,True
germain,7,1574623,112473,,,,m1,1,1574624,1574622,1,True,3;12497,49207,True
germain,7,1574791,112485,,,,m1,1,1574792,1574790,1,True,3;5;7499,101;1949,True
germain,7,1574917,112494,,,,m1,1,1574918,1574916,2,False,3;18749,43;18313,True
germain,7,1574987,112499,,,,m0,2,1574986,1574988,1,True,19;31;191,7;19;31;191,True
germain,7,1575029,112502,,,,m0,2,1575028,1575030,2,False,13;4327,7;13;4327,True
germain,7,1575071,112505,,,,m0,2,1575070,1575072,1,True,5;22501,5;7;22501,True
germain,7,1575113,112508,,,,m0,2,1575112,1575114,3,False,11;2557,7;11;2557,True
germain,7,1575239,112517,,,,m0,2,1575238,1575240,1,True,37;3041,7;37;3041,True
germain,7,1575253,112518,,,,m1,1,1575254,1575252,2,False,3;19;47,17;107;433,True
germain,7,1575281,112520,,,,m0,2,1575280,1575282,4,False,5;29;97,5;7;29;97,True
germain,7,1575337,112524,,,,m1,1,1575338,1575336,3,False,3;9377,29;157;173,True
germain,7,1575421,112530,,,,m1,1,1575422,1575420,2,False,3;5;11;31,787711,True
germain,7,1575463,112533,,,,m1,1,1575464,1575462,1,True,3;37511,11;17903,True
germain,7,1575547,112539,,,,m1,1,1575548,1575546,1,True,3;23;233,13;41;739,True
germain,7,1575617,112544,,,,m0,2,1575616,1575618,6,False,3517,7;3517,True
germain,7,1575631,112545,,,,m1,1,1575632,1575630,1,True,3;5;41;61,19;71;73,True
germain,7,1575659,112547,,,,m0,2,1575658,1575660,1,True,241;467,7;241;467,True
germain,7,1575757,112554,,,,m1,1,1575758,1575756,2,False,3;13;37,787879,True
germain,7,1575869,112562,,,,m0,2,1575868,1575870,2,False,23;2447,7;23;2447,True
germain,7,1576037,112574,,,,m0,2,1576036,1576038,2,False,11;17;43,7;11;17;43,True
germain,7,1576093,112578,,,,m1,1,1576094,1576092,2,False,3;29;647,13;4663,True
germain,7,1576177,112584,,,,m1,1,1576178,1576176,4,False,3;4691,788089,True
germain,7,1576247,112589,,,,m0,2,1576246,1576248,1,True,112589,7;112589,True
germain,7,1576499,112607,,,,m0,2,1576498,1576500,1,True,11;29;353,7;11;29;353,True
germain,7,1576583,112613,,,,m0,2,1576582,1576584,1,True,19;5927,7;19;5927,True
germain,7,1576723,112623,,,,m1,1,1576724,1576722,1,True,3;31;173,43;89;103,True
germain,7,1576793,112628,,,,m0,2,1576792,1576794,3,False,37;761,7;37;761,True
germain,7,1576849,112632,,,,m1,1,1576850,1576848,4,False,3;13;19,5;11;47;61,True
germain,7,1576891,112635,,,,m1,1,1576892,1576890,1,True,3;5;2503,394223,True
germain,7,1577101,112650,,,,m1,1,1577102,1577100,2,False,3;5;751,571;1381,True
germain,7,1577143,112653,,,,m1,1,1577144,1577142,1,True,3;12517,137;1439,True
germain,7,1577297,112664,,,,m0,2,1577296,1577298,4,False,14083,7;14083,True
germain,7,1577353,112668,,,,m1,1,1577354,1577352,3,False,3;41;229,788677,True
germain,7,1577479,112677,,,,m1,1,1577480,1577478,1,True,3;23;71,5;113;349,True
germain,7,1577507,112679,,,,m0,2,1577506,1577508,1,True,16097,7;16097,True
germain,7,1577591,112685,,,,m0,2,1577590,1577592,1,True,5;31;727,5;7;31;727,True
germain,7,1577689,112692,,,,m1,1,1577690,1577688,3,False,3;9391,5;157769,True
germain,7,1577759,112697,,,,m0,2,1577758,1577760,1,True,13;8669,7;13;8669,True
germain,7,1577801,112700,,,,m0,2,1577800,1577802,3,False,5;23,5;7;23,True
germain,7,1577843,112703,,,,m0,2,1577842,1577844,1,True,43;2621,7;43;2621,True
germain,7,1577941,112710,,,,m1,1,1577942,1577940,2,False,3;5;13;17,788971,True
germain,7,1578011,112715,,,,m0,2,1578010,1578012,1,True,5;22543,5;7;22543,True
germain,7,1578193,112728,,,,m1,1,1578194,1578192,4,False,3;11;61,789097,True
germain,7,1578221,112730,,,,m0,2,1578220,1578222,2,False,5;11273,5;7;11273,True
germain,7,1578277,112734,,,,m1,1,1578278,1578276,2,False,3;6263,13;60703,True
germain,7,1578347,112739,,,,m0,2,1578346,1578348,1,True,11;37;277,7;11;37;277,True
germain,7,1578361,112740,,,,m1,1,1578362,1578360,3,False,3;5;1879,789181,True
